Date,Title,Image
28 اگست 2022,صحافی وقار ستی کے خلاف توہینِ مذہب کا مقدمہ درج، پی ایف یو جے کی مذمت,https://ichef.bbci.co.uk/news/240/cpsprodpb/124EA/production/_126468947_c4ae392d-e339-458c-a330-b3417e0affda.jpg
27 اگست 2022,ڈوبتے پاکستان میں جنسی تشدد: محمد حنیف کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/110E/production/_126466340_078254544.jpg
27 اگست 2022,نوشہرہ میں سیلاب: حفاظتی بند ٹوٹنے سے رہائشی علاقے زیرِ آب,https://ichef.bbci.co.uk/news/240/cpsprodpb/185AC/production/_126465799_p0cwsmvr.jpg
27 اگست 2022,کیا صوبوں کا ’عدم تعاون‘ پاکستان، آئی ایم ایف معاہدے کو متاثر کر سکتا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/C25C/production/_126465794_miftahandboy.jpg
27 اگست 2022,بلاول بھٹو زرداری: ’اپوزیشن جلسہ جلسہ کھیلے، ہم سیلاب سے نمٹیں گے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/A75E/production/_126464824_72bfd92c-3f3c-447e-bdb3-f892e823f087.jpg
27 اگست 2022,سیلاب زدہ علاقوں کی خواتین کے لیے سینیٹری پیڈز کی امداد,https://ichef.bbci.co.uk/news/240/cpsprodpb/593E/production/_126464822_gettyimages-1242728008.jpg
27 اگست 2022,ایشیا کپ: ’انڈیا پاکستان کے کرکٹرز دوست ہو سکتے ہیں تو مداح کیوں نہیں؟‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/133F4/production/_126463887_db732328-abb4-44de-a4df-7ad878fcf851.jpg
27 اگست 2022,اس سال کے ٹو پر ایک دن میں 40 برسوں سے دُگنا کچرا کیسے جمع ہوا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/F6AA/production/_126464136_37375b29-f3e7-4268-b1ec-2ec10ddf4232.jpg
27 اگست 2022,آپ سیلاب زدگان کی مدد کیسے کر سکتے ہیں، کیا آپ کو خود جانا چاہیے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/15FA/production/_126462650_gettyimages-1242727638.jpg
27 اگست 2022,مقامی لوگوں نے مدد کے لیے رسیاں پھینکیں ’لیکن وہ خوفزدہ تھے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/B23A/production/_126462654_c3b65444-d5af-48a0-b6ce-1808c2445663.jpg
26 اگست 2022,سوات میں دریا کنارے غیر قانونی تعمیرات کیسے خطرہ بنیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/51B4/production/_126461902_26f6efde-a801-4f30-b5a5-6aa18ff0a5ee.jpg
26 اگست 2022,دریائے سوات میں سیلاب میں بہتی عمارتیں,https://ichef.bbci.co.uk/news/240/cpsprodpb/12FA7/production/_126453777_p0cwl170.jpg
26 اگست 2022,عمران خان کی پولیس پر تنقید: ایسے بیان پولیس کی کارکردگی پر کیسے اثر انداز ہوتے ہیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/DB8D/production/_126450265_ad91c50d-ef41-44f3-aae3-92de3b8b6758.jpg
26 اگست 2022,لین دین کے تنازع سے شروع ہونے والی بات گستاخیِ مذہب کے الزام تک کیسے پہنچی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/151DE/production/_126449468_gettyimages-1211162266.jpg
25 اگست 2022,تحریک انصاف کی ’ریڈ لائن‘ عمران خان گرفتار ہوئے تو پارٹی کیا کرے گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/A5E9/production/_126437424_imranepa.jpg
25 اگست 2022,’میں کسی کی شکل پر کبھی بات نہیں کرتی لیکن کم از کم میچ میکرز کو جھوٹ نہیں بولنا چاہیے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/E29D/production/_126431085_whatsappimage2022-08-24at5.07.27pm.jpg
25 اگست 2022,شہباز شریف کا خیبرپختونخوا کے سیلاب متاثرین کے لیے 10 ارب روپے کے ریلیف پیکج کا اعلان,https://ichef.bbci.co.uk/news/240/cpsprodpb/9847/production/_126538983_mediaitem126538982.jpg
23 اگست 2022,پاکستان نے براہموس میزائل واقعے پر انڈین اقدامات کو مسترد کر دیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/15B72/production/_123664988_1357d0ee-6c77-44b6-ac9f-667cc8514aa8.jpg
18 اگست 2022,’سندھ کی 90 فیصد سے زائد فصل مکمل طور پر تباہ ہو چکی ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/119A7/production/_126430127_whatsappimage2022-08-24at3.05.31pm.jpg
24 اگست 2022,کوئٹہ میں سیلاب: ’مکان گر گیا، اب سامان کی چوکیداری کریں یا راشن کا انتظار؟‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/182F6/production/_126426099_whatsappimage2022-08-24at12.17.38pm.jpg
24 اگست 2022,پانچ بیٹیوں کی پیدائش پر طلاق: ’اپنی بیٹیوں کو مجبوری کی اذیت سے نہیں گزرنے دوں گی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/285C/production/_126423301_screenshot2022-08-23at1.49.07pm.png
24 اگست 2022,بجلی کے بل: ایک کروڑ 71 لاکھ صارفین کو فیول پرائس ایڈجسٹمنٹ سے استثنیٰ کیسے دیا جائے گا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/55B6/production/_126424912_whatsappimage2022-08-24at8.49.05am-1.jpg
24 اگست 2022,انسداد دہشتگردی عدالت نے عمران خان کی عبوری ضمانت میں 12 ستمبر تک توسیع کر دی,https://ichef.bbci.co.uk/news/240/cpsprodpb/7912/production/_126549903_whatsappimage2022-09-01at11.34.34am.jpg
24 اگست 2022,بنوں میں خواتین کا واحد پارک ’مکمل طور پر بند‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/A822/production/_126424034_gettyimages-474797937.jpg
24 اگست 2022,عمران خان پر مقدمات: اقوامِ متحدہ کے سیکریٹری جنرل کا بیان کتنا اہم ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/181A2/production/_126422789_mediaitem126422788.jpg
23 اگست 2022,تقسیم ہند: بچھڑنے، ملنے اور موہن سنگھ کے عبد الخالق بننے کی کہانی,https://ichef.bbci.co.uk/news/240/cpsprodpb/17E13/production/_126411879_6d7073af-387d-4999-a283-bb746ccdfa1a.jpg
23 اگست 2022,’جوان بیٹا قبر میں جا سویا، دو بچے ہسپتال میں ہیں یہ قیامت نہیں تو اور کیا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/76E9/production/_126414403_whatsappimage2022-08-23at8.39.09am.jpg
23 اگست 2022,عاصمہ شیرازی کا کالم: مقبولیت کا ہتھیار اور انتشار,https://ichef.bbci.co.uk/news/240/cpsprodpb/065F/production/_126413610_whatsappimage2022-08-23at12.49.10pm.jpg
23 اگست 2022,فیول پرائس ایڈجسٹمنٹ کیا ہے اور اس سے آپ کے بجلی کے بل میں کیسے اضافہ ہو رہا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/BA55/production/_126410774_befunky-collage-2.jpg
23 اگست 2022,خیبر پختونخوا میں سیلاب: ’کل اثاثہ ایک مکان تھا لیکن اب وہ بھی نہیں رہا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/17DC2/production/_126403779_2686734d-bc38-4b7d-9d0b-935d4d925600.jpg
22 اگست 2022,بلوچستان میں سیلاب: متاثرین کی مدد کرنے والا نوجوان مہندر کمار,https://ichef.bbci.co.uk/news/240/cpsprodpb/16E72/production/_126401839_whatsappimage2022-08-19at12.00.07pm.jpg
22 اگست 2022,بیرون ملک جانے کے خواہشمند پاکستانی: ’ساری زندگی پریشانی اور ڈر میں کیسے جی سکتے ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/10748/production/_126400476_mediaitem126400475.jpg
21 اگست 2022,عمران خان اور تین تھڑا تھیوریاں: وسعت اللہ خان کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/130F/production/_126397840_2857a9b7-1aef-4873-b765-c87a48d3dd66.jpg
21 اگست 2022,عمران خان کی براہِ راست تقریر نشر کرنے پر پابندی: ’یہ کل بھی درست نہیں تھا، آج بھی نہیں ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/15CF1/production/_124192398_mediaitem124192397.jpg
21 اگست 2022,مولا جٹ اور نوری نت کو سکرین پر آنے میں نو برس کیوں لگے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/15619/production/_126377578_mediaitem126377577.jpg
21 اگست 2022,سندھ کا علاقہ ’کاچھو‘ جہاں ہر دوسرا گاؤں پانی میں گھرا ہے,https://ichef.bbci.co.uk/news/240/cpsprodpb/0671/production/_126394610_2-shabinafaraz.jpg
21 اگست 2022,بلبلِ پاکستان نیّرہ نور چل بسیں: ’ایک سنہری عہد تھا جو تمام ہوا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/14081/production/_126394028_84483278-8930-4ac0-9d88-b03857d2b712.jpg
20 اگست 2022,’میں اپنے بچوں کو یقین دلاتی تھی کہ ان کے والد ایک دن ضرور واپس آئیں گے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/9EAB/production/_126391604_indiasiachin.jpg
20 اگست 2022,سوات میں طالبان کی واپسی کے خدشات: ’طالبان کمانڈر نے کہا اب سے لگان ہمیں دینا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/17BAE/production/_126389179_whatsappimage2022-08-19at7.23.29pm.jpg
20 اگست 2022,’سب پاکستان سے چلے جائیں گے تو یہاں تبدیلی کون لائے گا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1020A/production/_126385066_p0cv6fx0.jpg
19 اگست 2022,سوات میں ایک مرتبہ پھر طالبان کے آنے کا خوف,https://ichef.bbci.co.uk/news/240/cpsprodpb/4040/production/_126384461_p0cv5l91.jpg
19 اگست 2022,عمران خان آخر کیا کھاتا ہے؟ محمد حنیف کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/1377A/production/_126383797_mediaitem102733702.jpg
19 اگست 2022,رتی گلی: سیلابی ریلے میں بہہ جانے والے دو سیاحوں کی لاشیں برآمد، تین کی تلاش جاری,https://ichef.bbci.co.uk/news/240/cpsprodpb/1420E/production/_126364428_mediaitem126364427.jpg
19 اگست 2022,وہ پاکستانی ڈاکٹر جو سانپ کے زہر میں مستقبل کی ادویات تلاش کر رہے ہیں,https://ichef.bbci.co.uk/news/240/cpsprodpb/4161/production/_126373761_mediaitem126373587.jpg
19 اگست 2022,فیوچر انفنٹری سولجر سسٹم انڈین فوج کو پاکستانی، چینی فوج پر برتری دلوا سکے گا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/D26B/production/_126376835_mediaitem126376834.jpg
19 اگست 2022,پاکستان میں مہنگائی: ’اب تو انتظار کرتے ہیں کہ سیل لگے تو خریداری کریں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/DAC6/production/_126360065_gettyimages-1240345685.jpg
19 اگست 2022,چیئرمین تحریک انصاف عمران خان اور شہباز گل کے خلاف مزید دو مقدمات درج,https://ichef.bbci.co.uk/news/240/cpsprodpb/60E2/production/_126420842_befunky-collage.jpg
19 اگست 2022,سیلابی ریلے اور ٹریفک حادثات: سیلابی ریلے میں آپ کی گاڑی پھنس جائے تو کیا کریں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/16163/production/_126376409_4fe4ea65-0bae-4385-8a84-b72aae222895.jpg
19 اگست 2022,وہ مائیں جنھوں نے اپنی بیٹیوں سے کاروبار کرنا سیکھا!,https://ichef.bbci.co.uk/news/240/cpsprodpb/D4C3/production/_126376445_p0cv2bnf.jpg
19 اگست 2022,تیزگام میں ڈانس: کیا چلتی ہوئی ٹرین میں رقص کی محفل منعقد ہوئی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/487D/production/_126375581_4728462f-62f0-4eb2-861d-ca0a74899ad8.jpg
19 اگست 2022,بالآخر پاکستان کا مڈل آرڈر جاگ گیا، سمیع چوہدری کا کالم,https://ichef.bbci.co.uk/news/240/cpsprodpb/DE19/production/_126375865_2319f742-350f-4c22-a316-776693094c3f.jpg
17 اگست 2022,فیصل آباد: خاتون پر تشدد کے بعد برہنہ ویڈیوز واٹس ایپ، فیس بُک پر شیئر کی گئیں، ایف آئی اے,https://ichef.bbci.co.uk/news/240/cpsprodpb/11BBA/production/_126343627_7505ae7a-0956-40f9-ad5f-6ac792f8b722.jpg
18 اگست 2022,بیوی کے قتل کے الزام میں گرفتار شوہر کی ہلاکت: دوران حراست ہلاکتوں کی وجوہات کیا ہیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/78BB/production/_126370903_gettyimages-157198272.jpg
18 اگست 2022,پاکستان اور برطانیہ میں معاہدہ: کس طرح کے مجرمان کو واپس لایا جا سکتا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/1866/production/_126364260_d060e71b-272d-4a40-964e-e84f9d358867.jpg
18 اگست 2022,منوڑا کی قدیم بستی: ’سارے مذاہب کے لوگ ساتھ رہتے ہیں، یہاں جھگڑا نہیں ہوتا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/8602/production/_126360343_p0ctv4c7.jpg
18 اگست 2022,اگر پاکستان دوبارہ آئی ایم ایف کے پاس نہیں جانا چاہتا تو اسے کیا کرنا ہو گا,https://ichef.bbci.co.uk/news/240/cpsprodpb/0AE0/production/_126348720_gettyimages-1241993130.jpg
18 اگست 2022,کیا ڈاکٹر مہرب معیز کو خواجہ سرا ہونے پر طلبا سے خطاب سے روکا گیا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/C7F1/production/_126358115_mediaitem126358114.jpg
18 اگست 2022,عمران خان کے پارلیمانی مستقبل کے لیے ’ممکنہ خطرہ‘ توشہ خانہ ریفرنس کیا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/4AF1/production/_126358191_gettyimages-1240173521.jpg
18 اگست 2022,’پہلے عجیب لگتا تھا کہ بیٹی مجھے سکھا رہی ہے لیکن اب ہم بزنس پارٹنر ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/EF65/production/_126358216_whatsappimage2022-08-18at10.07.17am.jpg
18 اگست 2022,نواز شریف کی ممکنہ واپسی: سزا یافتہ سیاستدان جیل سے باہر کیسے رہ سکتا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/11684/production/_111100317_mediaitem111100316.jpg
18 اگست 2022,نواز شریف کی ممکنہ واپسی: سزا یافتہ سیاستدان جیل سے باہر کیسے رہ سکتا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/11684/production/_111100317_mediaitem111100316.jpg
17 اگست 2022,’کیا باجوہ صاحب یہ میڈل توشہ خانہ میں جمع کروائیں گے؟‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/DACF/production/_126351065_mediaitem126351064.jpg
17 اگست 2022,پنجابی لہر: ناصر ڈھلوں بٹوارے میں بچھڑے انڈیا پاکستان کے شہریوں کو دوبارہ ملوا رہے ہیں,https://ichef.bbci.co.uk/news/240/cpsprodpb/8F2E/production/_126345663_ff00c974-d891-49a5-a053-874e1179a27f.jpg
17 اگست 2022,کراچی کا وہ جزیرہ جہاں کئی مذاہب کی برسوں پرانی عبادت گاہیں آج بھی موجود ہیں,https://ichef.bbci.co.uk/news/240/cpsprodpb/149F0/production/_126246448_manidr.jpg
17 اگست 2022,جنوبی پنجاب میں سیلاب: ’بند نہیں توڑوں گا، ڈوبتے ہو تو ڈوب جاؤ‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/A702/production/_126345724_mediaitem126345723.jpg
17 اگست 2022,قیام پاکستان: انڈیا منتقل ہونے والا پاکستانی سکول,https://ichef.bbci.co.uk/news/240/cpsprodpb/C321/production/_126335994_p0ctc7sx.jpg
17 اگست 2022,پاکستان میں مہنگائی: ’اب بریانی مصالحہ نہیں خریدتی کہ یہ بھی فالتو خرچہ ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/18635/production/_126339899_whatsappimage2022-08-16at6.30.21pm.jpg
16 اگست 2022,’75 برس میں سب کو آزما لیا، اب نظام بدلنا ہو گا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/67D5/production/_126318562_p0ctc41d.jpg
16 اگست 2022,38 سال قبل سیاچن پر لاپتہ ہونے والے انڈین فوجی کی لاش مل گئی,https://ichef.bbci.co.uk/news/240/cpsprodpb/573D/production/_126333322_one.jpg
16 اگست 2022,عاصمہ شیرازی کا کالم: بات کہاں تک جائے گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/1601F/production/_126334109_mediaitem126332969.jpg
16 اگست 2022,خیبرپختونخوا کے ضم اضلاع میں خواتین پولیس اہلکاروں کی تعداد اتنی کم کیوں ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/11CC8/production/_126240927_image00003.jpg
16 اگست 2022,تعلیمی اخراجات سے پریشان والدین: ’مہنگائی کے خلاف کس عدالت میں مقدمہ کریں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1105B/production/_126332796_gettyimages-1235087814.jpg
13 اگست 2022,حالیہ بارشوں سے بلوچستان میں شدید جانی و مالی نقصان کا سلسلہ جاری,https://ichef.bbci.co.uk/news/240/cpsprodpb/8068/production/_126327823_cfd27dd3-3a3e-4974-9ca3-9ec36e4fcc7a.jpg
15 اگست 2022,یوم آزادی: 'یہ کیا بے شرمی ہے کہ اب خواتین جھولوں پر بیٹھیں گی',https://ichef.bbci.co.uk/news/240/cpsprodpb/F1B0/production/_126327816_mediaitem126327764.jpg
15 اگست 2022,تقسیم ہند پر مبنی بالی وڈ کی یہ پانچ فلمیں آپ نے دیکھی ہیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/65F6/production/_126320162_ee7a1998-782e-4511-8494-bba93c4a059e.jpg
15 اگست 2022,نوجوانوں کا پاکستان: ’زندگی میں آگے بڑھنا ہے، کب تک ماں باپ کو پریشان کرنا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/B20D/production/_126318554_p0ct45br.jpg
15 اگست 2022,جب اس نے پہلی مرتبہ ہاتھ اٹھایا تو کسی نے کہا ’مرد کو ایسی باتوں پر غصہ تو آ ہی جاتا ہے نا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/AC1D/production/_126316044_353ff143-764d-4687-950d-38b23c37e59d.jpg
15 اگست 2022,پاکستان کے75 برس: جب انڈین کرکٹ کپتان نے طنز کیا کہ ’پاکستانی ٹیم تو سکول کی ٹیم ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/E6BF/production/_126317095_amarnath.jpg
14 اگست 2022,یوم آزادی پر صدارتی ایوارڈ پانے والے پاکستانی کھلاڑی کون ہیں؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/15DC5/production/_126314598_befunky-collage-1.jpg
14 اگست 2022,قائد اعظم یونیورسٹی کے حاضر دماغ پروفیسر نے وائس چانسلر کی جان کیسے بچائی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/9291/production/_126312573_scene-3.jpg
14 اگست 2022,وسعت اللہ خان کا کالم بات سے بات: پچھتر کے اگست کی چودھویں,https://ichef.bbci.co.uk/news/240/cpsprodpb/0083/production/_126313100_3de8ae45-8bee-4833-9857-e8cea255c3f1.jpg
14 اگست 2022,’ابھی ہم غیر محفوظ محسوس کرتے ہیں لیکن اگلے 25 سال میں خواتین مکمل بااختیار ہوں گی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/17909/production/_126312569_mediaitem126309891.jpg
14 اگست 2022,’ترانہ ریکارڈ کرتے وقت کچھ کی آنکھوں میں آنسو، کچھ کے چہروں پر مسکراہٹ تھی‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1A91/production/_126310860_mediaitem126310859.jpg
14 اگست 2022,ضلعی انتظامیہ کے عدالتی اختیارات ختم کرنے کے بِل کا کیا بنا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/5706/production/_126287222_gettyimages-1234728551.jpg
14 اگست 2022,مہنگائی اور اخراجاتِ زندگی: ’دیکھیے بازار خالی پڑا ہے، گاہک قیمت سن کر پلٹ جاتے ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/FAC7/production/_126299146_8d4d253e-8948-46c4-9fb3-241bf0bc3860.jpg
14 اگست 2022,پاکستان کے 75 برس: ’رٹّا سسٹم قابل نوجوانوں کی صلاحیت بھی مار دیتا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/0A09/production/_126296520_p0csqf0v.jpg
13 اگست 2022,آزادی کے 75 سال: مشرف خاندان سمیت دلی سے جانے والے خاندانوں کا سفرِ ہجرت,https://ichef.bbci.co.uk/news/240/cpsprodpb/0CB2/production/_126305230_musharaf.jpg
13 اگست 2022,بہاولپور کور کی ملکی دفاع کے لیے سٹریٹیجک حیثیت اور اہمیت کیا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/7B8E/production/_126303613_gettyimages-186890493.jpg
13 اگست 2022,محمد حنیف کا کالم: شہباز گل، باغی یا محض بد زبان؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/6BA3/production/_126255572_shahbazgillyoutube.jpg
13 اگست 2022,انڈیا پاکستان کے نوجوان: ’بجٹ جنگ کے بجائے تعلیم پر لگے تو دونوں ممالک ترقی کر سکتے ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/EED4/production/_126304116_mediaitem126304115.jpg
13 اگست 2022,پاکستان کے 75 برس: ’1947 سے ہمیں غدار کہا جا رہا ہے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/8047/production/_126293823_p0csqc5w.jpg
5 اگست 2017,مہندرا اینڈ محمد کو تقسیم نے کیسے الگ کیا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/15BEF/production/_97217098_muhammad.png
24 جولائی 2021,آپریشن جبرالٹر جس کے ایک ماہ بعد انڈیا نے پاکستان پر حملہ کر دیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/3309/production/_119556031_a9581fcc-8023-4029-ba5a-0f7aaf8299c9.jpg
12 اگست 2022,شہباز گل کیس: شیر خوار بچی سمیت ملزمہ کی ضمانت پر رہائی,https://ichef.bbci.co.uk/news/240/cpsprodpb/1552A/production/_126283378_b3daf768-1484-4241-b59e-87e0386ff80c.jpg
12 اگست 2022,چناب نگر میں چھریوں کے وار سے احمدی برادری سے تعلق رکھنے والا 60 سالہ شخص قتل,https://ichef.bbci.co.uk/news/240/cpsprodpb/126E1/production/_126298457_mediaitem126298452.jpg
12 اگست 2022,کیا صرف عوامی رابطوں سے انڈیا پاکستان تعلقات میں بہتری آ سکے گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/B8C3/production/_126299274_p0csrsch.jpg
12 اگست 2022,آزادی کے 75 سال: کیا انڈیا کی آزادی کی تاریخ کا اچانک فیصلہ کیا گیا؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/9CCA/production/_126283104_c55df6d3-9271-4447-b540-a805881c4518.jpg
12 اگست 2022,’100 سال کا پاکستان نوجوانوں کے ہاتھ میں ہو‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/1189F/production/_126293817_p0csq6k2.jpg
12 اگست 2022,’گھر تباہ ہونے کے بعد جو خیمے ملے تھے وہ بھی بارش میں اکھڑ گئے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/13E79/production/_126292518_2cc65234-c801-4b9e-aa8a-9b7e40ef6370.jpg
12 اگست 2022,پاکستان کا جنگی جہاز پی این ایس تیمور انڈین میڈیا میں زیرِ بحث کیوں ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/FDDC/production/_126288946_mediaitem126288945.jpg
12 اگست 2022,تشہیری ٹیکسٹ میسجز: برانڈز تک عوام کا ڈیٹا آخر پہنچتا کیسے ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/5F8A/production/_126285442_mediaitem126285441.jpg
12 اگست 2022,سلمان اقبال: ’اگلے دن پتا چلا کہ شہباز گل اتنی بڑی بات کر چکے ہیں‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/11024/production/_126286696_mediaitem126285251.jpg
12 اگست 2020,بابڑہ ’قتل عام‘: چارسدہ کی تاریخ کا سب سے تاریک باب,https://ichef.bbci.co.uk/news/240/cpsprodpb/A8CA/production/_113901234_gandhi.jpg
11 اگست 2022,چین نے انڈیا اور امریکہ کی مسعود اظہر کے بھائی پر پابندیوں کی قرارداد کو رکوا دیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/148AA/production/_126283148_04f8961b-8d27-43d2-a58f-65f427ed7c09.jpg
11 اگست 2022,شہباز گل کا فون برآمد کرنے کی کوششیں، ڈرائیور کی اہلیہ گرفتار,https://ichef.bbci.co.uk/news/240/cpsprodpb/17C3A/production/_126283379_b3daf768-1484-4241-b59e-87e0386ff80c.jpg
11 اگست 2022,بحری جہاز سے سمندر میں گرنے والے چینی شہری کو پاکستانی ماہی گیروں نے بچا لیا,https://ichef.bbci.co.uk/news/240/cpsprodpb/0E86/production/_126281730_mediaitem126281729.jpg
11 اگست 2022,پاکستانی سہیلی کے بارے میں انڈین خاتون کی پوسٹ نے دل جیت لیے,https://ichef.bbci.co.uk/news/240/cpsprodpb/A65A/production/_126268524_whatsappimage2022-08-11at10.10.41am.jpg
11 اگست 2022,پنجاب پولیس کے چھاپے، 12 ن لیگی رہنماؤں کی اسلام آباد ہائی کورٹ سے حفاظتی ضمانت کی درخواست,https://ichef.bbci.co.uk/news/240/cpsprodpb/140B2/production/_126389028_untitled.png
11 اگست 2022,100 برس کا پاکستان اور قومی دھارے سے خود کو الگ سمجھنے والوں کے خواب,https://ichef.bbci.co.uk/news/240/cpsprodpb/CDEE/production/_126281725_mediaitem126275724.jpg
11 اگست 2022,عاصمہ شیرازی کا کالم: وہ نیوٹرل کیا ہوئے۔۔۔,https://ichef.bbci.co.uk/news/240/cpsprodpb/11341/production/_126056407_b82024c1-e452-4500-8164-395f94ccf6c7.jpg
11 اگست 2022,سوات میں طالبان کی واپسی کی خبریں، کیا واقعی حکومت کچھ علاقے ٹی ٹی پی کے حوالے کر رہی ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/C0D7/production/_126276394_8e958b77-a00e-48ef-8cf6-d7b558f1c7c2.jpg
11 اگست 2022,کیا ڈالر کی قدر کم ہونے سے گاڑیوں کی قیمتوں میں بھی کمی آئے گی؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/78F7/production/_126276903_gettyimages-1204997693.jpg
9 اگست 2022,اے آر وائے نیوز فوری بحال کرنے کا حکم، ’چینل شہباز گل کو مدعو نہیں کرے گا‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/68B5/production/_126250862_34edac4d-42e4-4870-9fa9-4c456ebb4d53.jpg
10 اگست 2022,کامن ویلتھ گیمز میں شامل دو پاکستانی باکسر انگلینڈ میں ’غائب‘: ’سامان موجود تھا لیکن وہ غائب تھے‘,https://ichef.bbci.co.uk/news/240/cpsprodpb/10ADD/production/_126271386_20defb9a-ee30-4228-9324-a011a838e701.jpg
10 اگست 2022,نواز شریف سمیت پاکستان کے وہ سیاستدان جنھیں بغاوت کے مقدمات کا سامنا رہا,https://ichef.bbci.co.uk/news/240/cpsprodpb/BCBD/production/_126271384_befunky-collage.jpg
10 اگست 2022,پاکستان میں گاڑی خریدنا عذاب کیوں بن گیا ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/164FA/production/_126268319_p0cs6fgq.jpg
10 اگست 2022,شہباز گل کے بیان اور سیاستدانوں کی جانب سے ماضی میں فوج پر تنقید میں کیا کوئی فرق ہے؟,https://ichef.bbci.co.uk/news/240/cpsprodpb/116DA/production/_126268317_shahbazgillyoutube.jpg
